created_at,id,id_str,text,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,quote_count,reply_count,retweet_count,favorite_count,favorited,retweeted,filter_level,lang,timestamp_ms,user_id,user_id_str,user_name,user_screen_name,user_location,user_url,user_description,user_translator_type,user_protected,user_verified,user_followers_count,user_friends_count,user_listed_count,user_favourites_count,user_statuses_count,user_created_at,user_utc_offset,user_time_zone,user_geo_enabled,user_lang,user_contributors_enabled,user_is_translator,user_profile_background_color,user_profile_background_image_url,user_profile_background_image_url_https,user_profile_background_tile,user_profile_link_color,user_profile_sidebar_border_color,user_profile_sidebar_fill_color,user_profile_text_color,user_profile_use_background_image,user_profile_image_url,user_profile_image_url_https,user_profile_banner_url,user_default_profile,user_default_profile_image,user_following,user_follow_request_sent,user_notifications,retweeted_status_created_at,retweeted_status_id,retweeted_status_id_str,retweeted_status_text,retweeted_status_source,retweeted_status_truncated,retweeted_status_in_reply_to_status_id,retweeted_status_in_reply_to_status_id_str,retweeted_status_in_reply_to_user_id,retweeted_status_in_reply_to_user_id_str,retweeted_status_in_reply_to_screen_name,retweeted_status_geo,retweeted_status_coordinates,retweeted_status_place,retweeted_status_contributors,retweeted_status_is_quote_status,retweeted_status_quote_count,retweeted_status_reply_count,retweeted_status_retweet_count,retweeted_status_favorite_count,retweeted_status_favorited,retweeted_status_retweeted,retweeted_status_filter_level,retweeted_status_lang,retweeted_status_user_id,retweeted_status_user_id_str,retweeted_status_user_name,retweeted_status_user_screen_name,retweeted_status_user_location,retweeted_status_user_url,retweeted_status_user_description,retweeted_status_user_translator_type,retweeted_status_user_protected,retweeted_status_user_verified,retweeted_status_user_followers_count,retweeted_status_user_friends_count,retweeted_status_user_listed_count,retweeted_status_user_favourites_count,retweeted_status_user_statuses_count,retweeted_status_user_created_at,retweeted_status_user_utc_offset,retweeted_status_user_time_zone,retweeted_status_user_geo_enabled,retweeted_status_user_lang,retweeted_status_user_contributors_enabled,retweeted_status_user_is_translator,retweeted_status_user_profile_background_color,retweeted_status_user_profile_background_image_url,retweeted_status_user_profile_background_image_url_https,retweeted_status_user_profile_background_tile,retweeted_status_user_profile_link_color,retweeted_status_user_profile_sidebar_border_color,retweeted_status_user_profile_sidebar_fill_color,retweeted_status_user_profile_text_color,retweeted_status_user_profile_use_background_image,retweeted_status_user_profile_image_url,retweeted_status_user_profile_image_url_https,retweeted_status_user_profile_banner_url,retweeted_status_user_default_profile,retweeted_status_user_default_profile_image,retweeted_status_user_following,retweeted_status_user_follow_request_sent,retweeted_status_user_notifications,entities_user_mentions_screen_name,entities_user_mentions_name,entities_user_mentions_id,entities_user_mentions_id_str,entities_user_mentions_indices_0,entities_user_mentions_indices_1
"Wed Jun 16 10:03:54 +0000 2021",1.40510383701118976E18,"1405103837011189764","RT @suniketroy: 🐧 is patli awaz wale chuze ko kab tak bachaoge high level nepotism in politics\n\nPOLITICS HAMPERING SSR CASE","<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>",false,,,,,,,,,,false,0.0,0.0,0.0,0.0,,,,,,1.30109814976386253E18,"1301098149763862528","Justice for Gulshan","Justice_SSR_Het",,,"Here for SSR justice only","none",false,false,555.0,586.0,0.0,1842.0,25793.0,"Wed Sep 02 10:02:36 +0000 2020",,,false,,false,false,"F5F8FA","","",false,"1DA1F2","C0DEED","DDEEF6","333333",true,"http://pbs.twimg.com/profile_images/1403236315936825346/SOOKVED4_normal.jpg","https://pbs.twimg.com/profile_images/1403236315936825346/SOOKVED4_normal.jpg","https://pbs.twimg.com/profile_banners/1301098149763862528/1611528526",true,false,,,,"Wed Jun 16 06:09:41 +0000 2021",1.40504489225489203E18,"1405044892254892035","🐧 is patli awaz wale chuze ko kab tak bachaoge high level nepotism in politics\n\nPOLITICS HAMPERING SSR CASE","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",false,,,,,,,,,,false,1.0,5.0,135.0,57.0,false,false,"low","ht",7.9631602825908224E17,"796316028259082240","Suniket Roy 🇮🇳","suniketroy",,"https://www.kooapp.com/profile/suniketroy","कर्मण्येवाधिकारस्ते मा फलेषु कदाचन ।\nमा कर्मफलहेतुर्भुर्मा ते संगोऽस्त्वकर्मणि II\n💫SSR ka SSRian❤\nInnovative by mind creative by heart\nEntrepreneur, Proud 🇮🇳","none",false,false,4883.0,1815.0,8.0,39760.0,73143.0,"Wed Nov 09 11:38:30 +0000 2016",,,false,,false,false,"F5F8FA","","",false,"1DA1F2","C0DEED","DDEEF6","333333",true,"http://pbs.twimg.com/profile_images/1343261262373740544/Z4rpfgCy_normal.jpg","https://pbs.twimg.com/profile_images/1343261262373740544/Z4rpfgCy_normal.jpg","https://pbs.twimg.com/profile_banners/796316028259082240/1621100854",true,false,,,,"suniketroy","Suniket Roy 🇮🇳",7.9631602825908224E17,"796316028259082240",3.0,14.0
"Wed Jun 16 10:03:54 +0000 2021",1.40510383701118976E18,"1405103837011189764","RT @suniketroy: 🐧 is patli awaz wale chuze ko kab tak bachaoge high level nepotism in politics\n\nPOLITICS HAMPERING SSR CASE","<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>",false,,,,,,,,,,false,0.0,0.0,0.0,0.0,false,false,"low","ht","1623837834967",1.30109814976386253E18,"1301098149763862528","Justice for Gulshan","Justice_SSR_Het",,,"Here for SSR justice only","none",false,false,555.0,586.0,0.0,1842.0,25793.0,"Wed Sep 02 10:02:36 +0000 2020",,,false,,false,false,"F5F8FA","","",false,"1DA1F2","C0DEED","DDEEF6","333333",true,"http://pbs.twimg.com/profile_images/1403236315936825346/SOOKVED4_normal.jpg","https://pbs.twimg.com/profile_images/1403236315936825346/SOOKVED4_normal.jpg","https://pbs.twimg.com/profile_banners/1301098149763862528/1611528526",true,false,,,,"Wed Jun 16 06:09:41 +0000 2021",1.40504489225489203E18,"1405044892254892035","🐧 is patli awaz wale chuze ko kab tak bachaoge high level nepotism in politics\n\nPOLITICS HAMPERING SSR CASE","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",false,,,,,,,,,,false,1.0,5.0,135.0,57.0,false,false,"low","ht",7.9631602825908224E17,"796316028259082240","Suniket Roy 🇮🇳","suniketroy",,"https://www.kooapp.com/profile/suniketroy","कर्मण्येवाधिकारस्ते मा फलेषु कदाचन ।\nमा कर्मफलहेतुर्भुर्मा ते संगोऽस्त्वकर्मणि II\n💫SSR ka SSRian❤\nInnovative by mind creative by heart\nEntrepreneur, Proud 🇮🇳","none",false,false,4883.0,1815.0,8.0,39760.0,73143.0,"Wed Nov 09 11:38:30 +0000 2016",,,false,,false,false,"F5F8FA","","",false,"1DA1F2","C0DEED","DDEEF6","333333",true,"http://pbs.twimg.com/profile_images/1343261262373740544/Z4rpfgCy_normal.jpg","https://pbs.twimg.com/profile_images/1343261262373740544/Z4rpfgCy_normal.jpg","https://pbs.twimg.com/profile_banners/796316028259082240/1621100854",true,false,,,,,,,,,
